month,state,city,operator,revenue_crore,ARPU,data_revenue_perc,voice_revenue_perc
2023-06,Uttarakhand,Rudrapur,BSNL,0.39,103.94,61.9,18.87
2023-06,Uttarakhand,Rudrapur,MTNL,0.16,100.84,70.1,30.1
2023-06,Uttarakhand,Kashipur,Jio,0.95,191.78,75.06,25.65
2023-06,Uttarakhand,Kashipur,Airtel,2.03,206.75,70.31,17.99
2023-06,Uttarakhand,Kashipur,Vi,0.69,152.52,63.76,16.83
2023-06,Uttarakhand,Kashipur,BSNL,0.18,79.8,64.33,32.89
2023-06,Uttarakhand,Kashipur,MTNL,0.12,86.18,62.79,30.75
2023-06,Uttarakhand,Rishikesh,Jio,1.19,171.5,60.27,34.86
2023-06,Uttarakhand,Rishikesh,Airtel,1.13,212.12,61.8,18.36
2023-06,Uttarakhand,Rishikesh,Vi,1.1,143.74,67.39,27.62
2023-06,Uttarakhand,Rishikesh,BSNL,0.34,84.94,61.44,21.16
2023-06,Uttarakhand,Rishikesh,MTNL,0.09,99.57,70.43,32.04
2023-06,Uttarakhand,Pithoragarh,Jio,2.8,173.61,56.99,21.98
2023-06,Uttarakhand,Pithoragarh,Airtel,2.14,213.32,57.41,30.98
2023-06,Uttarakhand,Pithoragarh,Vi,0.59,169.19,77.38,26.14
2023-06,Uttarakhand,Pithoragarh,BSNL,0.24,103.08,74.8,16.2
2023-06,Uttarakhand,Pithoragarh,MTNL,0.2,106.5,64.26,18.81
2023-06,Uttarakhand,Ramnagar,Jio,2.39,194.5,64.01,23.88
2023-06,Uttarakhand,Ramnagar,Airtel,1.66,219.8,57.24,33.23
2023-06,Uttarakhand,Ramnagar,Vi,0.7,151.62,60.11,32.95
2023-06,Uttarakhand,Ramnagar,BSNL,0.36,81.53,77.02,15.7
2023-06,Uttarakhand,Ramnagar,MTNL,0.15,104.86,71.45,22.45
2023-06,Uttarakhand,Mussoorie,Jio,1.47,190.87,55.55,33.96
2023-06,Uttarakhand,Mussoorie,Airtel,2.55,195.49,59.23,22.84
2023-06,Uttarakhand,Mussoorie,Vi,0.6,164.67,76.64,24.96
2023-06,Uttarakhand,Mussoorie,BSNL,0.39,85.98,63.53,21.95
2023-06,Uttarakhand,Mussoorie,MTNL,0.12,102.01,60.02,31.15
2023-06,Himachal Pradesh,Shimla,Jio,1.69,194.16,68.17,28.92
2023-06,Himachal Pradesh,Shimla,Airtel,1.42,210.28,79.87,17.95
2023-06,Himachal Pradesh,Shimla,Vi,1.04,157.78,72.18,32.62
2023-06,Himachal Pradesh,Shimla,BSNL,0.19,85.09,76.28,22.88
2023-06,Himachal Pradesh,Shimla,MTNL,0.07,101.29,73.9,25.98
2023-06,Himachal Pradesh,Dharamshala,Jio,1.55,178.06,72.42,15.24
2023-06,Himachal Pradesh,Dharamshala,Airtel,1.69,214.12,60.51,30.06
2023-06,Himachal Pradesh,Dharamshala,Vi,0.49,149.1,66.78,28.52
2023-06,Himachal Pradesh,Dharamshala,BSNL,0.18,102.87,64.91,16.34
2023-06,Himachal Pradesh,Dharamshala,MTNL,0.12,102.76,72.67,21.44
2023-06,Himachal Pradesh,Solan,Jio,1.78,195.33,78.59,16.58
2023-06,Himachal Pradesh,Solan,Airtel,2.08,210.43,70.0,15.46
2023-06,Himachal Pradesh,Solan,Vi,0.58,169.17,61.23,24.71
2023-06,Himachal Pradesh,Solan,BSNL,0.36,91.26,64.83,23.8
2023-06,Himachal Pradesh,Solan,MTNL,0.1,96.05,77.86,32.03
2023-06,Himachal Pradesh,Mandi,Jio,0.64,183.65,77.52,17.49
2023-06,Himachal Pradesh,Mandi,Airtel,0.88,202.34,59.5,31.06
2023-06,Himachal Pradesh,Mandi,Vi,1.1,157.39,60.79,24.71
2023-06,Himachal Pradesh,Mandi,BSNL,0.44,104.32,73.22,18.78
2023-06,Himachal Pradesh,Mandi,MTNL,0.11,103.08,68.26,27.18
2023-06,Himachal Pradesh,Baddi,Jio,2.1,188.28,71.54,16.37
2023-06,Himachal Pradesh,Baddi,Airtel,1.87,208.72,62.4,21.26
2023-06,Himachal Pradesh,Baddi,Vi,0.58,143.74,79.67,20.71
2023-06,Himachal Pradesh,Baddi,BSNL,0.35,90.94,55.34,33.01
2023-06,Himachal Pradesh,Baddi,MTNL,0.17,91.6,55.97,17.91
2023-06,Himachal Pradesh,Nahan,Jio,1.28,179.68,76.19,15.22
2023-06,Himachal Pradesh,Nahan,Airtel,0.9,214.23,75.58,30.57
2023-06,Himachal Pradesh,Nahan,Vi,0.46,155.0,70.86,18.13
2023-06,Himachal Pradesh,Nahan,BSNL,0.28,80.7,79.78,32.82
2023-06,Himachal Pradesh,Nahan,MTNL,0.13,97.79,79.96,25.95
2023-06,Himachal Pradesh,Palampur,Jio,2.38,182.6,60.85,16.95
2023-06,Himachal Pradesh,Palampur,Airtel,0.83,214.02,64.33,23.47
2023-06,Himachal Pradesh,Palampur,Vi,1.12,156.43,60.52,22.52
2023-06,Himachal Pradesh,Palampur,BSNL,0.27,78.97,73.19,24.64
2023-06,Himachal Pradesh,Palampur,MTNL,0.13,87.37,68.48,18.42
2023-06,Himachal Pradesh,Sundarnagar,Jio,1.47,182.17,79.57,31.99
2023-06,Himachal Pradesh,Sundarnagar,Airtel,2.39,217.03,73.39,33.07
2023-06,Himachal Pradesh,Sundarnagar,Vi,0.6,141.64,73.67,26.67
2023-06,Himachal Pradesh,Sundarnagar,BSNL,0.19,80.25,62.94,20.23
2023-06,Himachal Pradesh,Sundarnagar,MTNL,0.11,90.29,76.37,29.84
2023-06,Himachal Pradesh,Chamba,Jio,2.49,195.06,65.4,21.92
2023-06,Himachal Pradesh,Chamba,Airtel,2.24,196.73,56.65,29.82
2023-06,Himachal Pradesh,Chamba,Vi,1.05,151.34,65.49,31.33
2023-06,Himachal Pradesh,Chamba,BSNL,0.19,83.48,69.89,34.96
2023-06,Himachal Pradesh,Chamba,MTNL,0.18,95.53,74.66,30.92
2023-06,Himachal Pradesh,Una,Jio,1.38,183.08,59.8,34.28
2023-06,Himachal Pradesh,Una,Airtel,2.18,223.78,62.41,19.9
2023-06,Himachal Pradesh,Una,Vi,0.37,169.66,76.09,22.11
2023-06,Himachal Pradesh,Una,BSNL,0.37,87.57,57.27,22.08
2023-06,Himachal Pradesh,Una,MTNL,0.17,108.56,73.87,30.15
2023-06,Jammu & Kashmir,Srinagar,Jio,0.97,171.82,67.28,22.36
2023-06,Jammu & Kashmir,Srinagar,Airtel,2.08,207.33,55.37,28.21
2023-06,Jammu & Kashmir,Srinagar,Vi,0.3,140.0,65.21,31.82
2023-06,Jammu & Kashmir,Srinagar,BSNL,0.25,79.35,71.96,19.59
2023-06,Jammu & Kashmir,Srinagar,MTNL,0.18,95.37,67.81,18.15
2023-06,Jammu & Kashmir,Jammu,Jio,1.84,188.83,55.67,16.81
2023-06,Jammu & Kashmir,Jammu,Airtel,0.84,199.7,61.49,24.08
2023-06,Jammu & Kashmir,Jammu,Vi,1.0,151.15,70.3,32.52
2023-06,Jammu & Kashmir,Jammu,BSNL,0.14,90.81,66.58,31.44
2023-06,Jammu & Kashmir,Jammu,MTNL,0.05,85.82,63.24,22.78
2023-06,Jammu & Kashmir,Anantnag,Jio,0.88,179.19,61.27,28.65
2023-06,Jammu & Kashmir,Anantnag,Airtel,1.8,206.58,68.41,25.98
2023-06,Jammu & Kashmir,Anantnag,Vi,0.68,147.46,55.59,23.63
2023-06,Jammu & Kashmir,Anantnag,BSNL,0.17,92.18,61.41,19.39
2023-06,Jammu & Kashmir,Anantnag,MTNL,0.08,82.12,79.47,22.08
2023-06,Jammu & Kashmir,Baramulla,Jio,1.9,183.82,71.21,34.0
2023-06,Jammu & Kashmir,Baramulla,Airtel,2.24,220.73,78.79,19.62
2023-06,Jammu & Kashmir,Baramulla,Vi,1.04,158.51,70.6,34.55
2023-06,Jammu & Kashmir,Baramulla,BSNL,0.22,78.01,79.43,22.59
2023-06,Jammu & Kashmir,Baramulla,MTNL,0.06,102.19,72.37,33.69
2023-06,Jammu & Kashmir,Sopore,Jio,0.68,181.48,55.7,32.84
2023-06,Jammu & Kashmir,Sopore,Airtel,0.86,216.68,56.36,31.1
2023-06,Jammu & Kashmir,Sopore,Vi,0.4,164.3,62.54,30.6
2023-06,Jammu & Kashmir,Sopore,BSNL,0.42,90.76,67.03,28.54
2023-06,Jammu & Kashmir,Sopore,MTNL,0.18,95.29,64.97,19.6
2023-06,Jammu & Kashmir,Kathua,Jio,2.24,179.8,67.45,22.09
2023-06,Jammu & Kashmir,Kathua,Airtel,0.89,211.33,55.13,20.61
2023-06,Jammu & Kashmir,Kathua,Vi,0.89,158.15,75.67,33.53
2023-06,Jammu & Kashmir,Kathua,BSNL,0.34,87.36,56.87,16.15
2023-06,Jammu & Kashmir,Kathua,MTNL,0.1,83.74,60.28,20.74
2023-06,Jammu & Kashmir,Udhampur,Jio,1.38,189.44,68.93,23.25
2023-06,Jammu & Kashmir,Udhampur,Airtel,0.73,200.07,60.91,16.15
2023-06,Jammu & Kashmir,Udhampur,Vi,0.97,158.56,63.49,22.74
2023-06,Jammu & Kashmir,Udhampur,BSNL,0.2,99.49,57.98,25.02
2023-06,Jammu & Kashmir,Udhampur,MTNL,0.14,99.39,72.85,16.14
2023-06,Jammu & Kashmir,Punch,Jio,1.1,182.85,73.98,32.45
2023-06,Jammu & Kashmir,Punch,Airtel,0.78,203.44,61.34,17.08
2023-06,Jammu & Kashmir,Punch,Vi,0.7,149.67,79.34,22.99
2023-06,Jammu & Kashmir,Punch,BSNL,0.15,81.6,59.33,18.85
2023-06,Jammu & Kashmir,Punch,MTNL,0.06,102.87,79.94,25.45
2023-06,Jammu & Kashmir,Rajouri,Jio,1.35,186.33,72.26,24.43
2023-06,Jammu & Kashmir,Rajouri,Airtel,1.1,204.87,78.14,20.82
2023-06,Jammu & Kashmir,Rajouri,Vi,0.57,153.09,57.15,18.72
2023-06,Jammu & Kashmir,Rajouri,BSNL,0.3,80.69,65.16,30.64
2023-06,Jammu & Kashmir,Rajouri,MTNL,0.08,101.27,69.07,29.86
2023-06,Jammu & Kashmir,Leh,Jio,1.85,188.99,73.49,16.14
2023-06,Jammu & Kashmir,Leh,Airtel,1.18,216.94,69.3,19.85
2023-06,Jammu & Kashmir,Leh,Vi,0.73,165.16,71.07,30.88
2023-06,Jammu & Kashmir,Leh,BSNL,0.39,101.86,58.72,32.09
2023-06,Jammu & Kashmir,Leh,MTNL,0.14,98.56,78.03,19.98
2023-06,Goa,Panaji,Jio,0.79,177.19,73.77,23.94
2023-06,Goa,Panaji,Airtel,0.76,214.02,70.26,31.45
2023-06,Goa,Panaji,Vi,0.4,145.41,74.69,23.94
2023-06,Goa,Panaji,BSNL,0.05,84.7,74.93,21.56
2023-06,Goa,Panaji,MTNL,0.05,90.72,67.47,29.05
2023-06,Goa,Margao,Jio,0.74,193.16,71.58,29.41
2023-06,Goa,Margao,Airtel,0.39,203.91,77.37,28.54
2023-06,Goa,Margao,Vi,0.17,159.44,75.45,26.32
2023-06,Goa,Margao,BSNL,0.24,100.44,78.93,32.12
2023-06,Goa,Margao,MTNL,0.07,80.33,56.88,32.02
2023-06,Goa,Vasco da Gama,Jio,0.88,178.41,55.95,30.42
2023-06,Goa,Vasco da Gama,Airtel,0.66,198.35,75.44,28.91
2023-06,Goa,Vasco da Gama,Vi,0.28,140.18,56.05,28.47
2023-06,Goa,Vasco da Gama,BSNL,0.19,104.07,60.61,22.1
2023-06,Goa,Vasco da Gama,MTNL,0.05,109.3,69.04,23.01
2023-06,Goa,Mapusa,Jio,1.22,193.05,63.52,28.21
2023-06,Goa,Mapusa,Airtel,0.58,211.47,61.8,25.77
2023-06,Goa,Mapusa,Vi,0.45,144.62,56.73,16.89
2023-06,Goa,Mapusa,BSNL,0.07,85.27,66.89,22.99
2023-06,Goa,Mapusa,MTNL,0.1,101.65,73.84,18.59
2023-06,Goa,Ponda,Jio,0.75,198.07,66.85,23.43
2023-06,Goa,Ponda,Airtel,1.12,203.42,63.31,26.57
2023-06,Goa,Ponda,Vi,0.45,147.2,74.35,20.93
2023-06,Goa,Ponda,BSNL,0.18,95.45,69.06,27.01
2023-06,Goa,Ponda,MTNL,0.03,97.23,71.76,24.4
2023-06,Goa,Bicholim,Jio,1.15,183.15,55.58,20.03
2023-06,Goa,Bicholim,Airtel,0.33,198.64,61.89,34.77
2023-06,Goa,Bicholim,Vi,0.4,148.11,57.96,27.04
2023-06,Goa,Bicholim,BSNL,0.12,104.53,76.2,34.95
2023-06,Goa,Bicholim,MTNL,0.05,97.66,71.84,31.9
2023-06,Goa,Curchorem,Jio,0.72,175.14,62.98,20.67
2023-06,Goa,Curchorem,Airtel,0.75,220.82,63.48,27.07
2023-06,Goa,Curchorem,Vi,0.22,146.58,68.01,23.19
2023-06,Goa,Curchorem,BSNL,0.06,83.85,68.02,31.33
2023-06,Goa,Curchorem,MTNL,0.05,105.54,69.99,32.12
2023-06,Goa,Sanquelim,Jio,1.21,182.26,77.57,19.16
2023-06,Goa,Sanquelim,Airtel,0.47,202.77,59.9,33.16
2023-06,Goa,Sanquelim,Vi,0.17,167.93,69.84,26.28
2023-06,Goa,Sanquelim,BSNL,0.15,86.72,78.68,18.41
2023-06,Goa,Sanquelim,MTNL,0.02,83.61,64.1,21.75
2023-06,Goa,Cuncolim,Jio,0.8,182.92,73.95,22.84
2023-06,Goa,Cuncolim,Airtel,1.07,204.92,76.24,19.66
2023-06,Goa,Cuncolim,Vi,0.47,149.44,56.99,21.52
2023-06,Goa,Cuncolim,BSNL,0.08,88.45,59.5,23.5
2023-06,Goa,Cuncolim,MTNL,0.09,102.64,79.48,16.48
2023-06,Goa,Canacona,Jio,1.01,176.5,68.51,21.55
2023-06,Goa,Canacona,Airtel,0.56,201.17,65.73,18.54
2023-06,Goa,Canacona,Vi,0.2,168.93,79.64,31.84
2023-06,Goa,Canacona,BSNL,0.17,87.69,71.79,19.27
2023-06,Goa,Canacona,MTNL,0.06,90.17,70.95,25.86
2023-07,Maharashtra,Mumbai,Jio,8.26,184.19,67.46,23.69
2023-07,Maharashtra,Mumbai,Airtel,12.77,211.24,70.82,29.45
2023-07,Maharashtra,Mumbai,Vi,4.58,157.92,69.46,15.54
2023-07,Maharashtra,Mumbai,BSNL,0.76,104.99,64.88,17.1
2023-07,Maharashtra,Mumbai,MTNL,0.77,82.91,65.65,31.02
2023-07,Maharashtra,Pune,Jio,6.07,178.18,61.28,27.32
2023-07,Maharashtra,Pune,Airtel,8.53,219.45,64.48,34.47
2023-07,Maharashtra,Pune,Vi,3.49,143.5,65.21,16.96
2023-07,Maharashtra,Pune,BSNL,0.59,83.05,76.92,27.16
2023-07,Maharashtra,Pune,MTNL,0.74,104.45,69.99,29.02
2023-07,Maharashtra,Nagpur,Jio,4.84,197.24,63.27,29.18
2023-07,Maharashtra,Nagpur,Airtel,14.55,223.75,70.95,18.87
2023-07,Maharashtra,Nagpur,Vi,5.46,143.58,65.85,18.9
2023-07,Maharashtra,Nagpur,BSNL,0.89,103.02,73.24,27.51
2023-07,Maharashtra,Nagpur,MTNL,0.46,82.63,58.75,27.09
2023-07,Maharashtra,Nashik,Jio,3.59,184.31,79.39,21.99
2023-07,Maharashtra,Nashik,Airtel,5.58,202.75,58.97,34.98
2023-07,Maharashtra,Nashik,Vi,3.27,148.85,76.78,27.84
2023-07,Maharashtra,Nashik,BSNL,2.1,86.06,73.74,19.56
2023-07,Maharashtra,Nashik,MTNL,1.03,99.31,67.41,29.67
2023-07,Maharashtra,Aurangabad,Jio,11.77,199.13,57.56,19.89
2023-07,Maharashtra,Aurangabad,Airtel,6.42,212.85,78.94,23.11
2023-07,Maharashtra,Aurangabad,Vi,4.72,153.72,68.11,22.64
2023-07,Maharashtra,Aurangabad,BSNL,1.42,77.3,76.69,28.72
2023-07,Maharashtra,Aurangabad,MTNL,0.35,91.44,75.41,33.83
2023-07,Maharashtra,Solapur,Jio,11.14,181.65,65.27,25.05
2023-07,Maharashtra,Solapur,Airtel,4.54,220.09,68.26,19.29
2023-07,Maharashtra,Solapur,Vi,4.36,150.19,55.68,26.88
2023-07,Maharashtra,Solapur,BSNL,1.66,83.5,58.54,29.72
2023-07,Maharashtra,Solapur,MTNL,1.07,99.37,77.78,20.67
2023-07,Maharashtra,Amravati,Jio,9.75,170.82,70.07,15.55
2023-07,Maharashtra,Amravati,Airtel,9.03,198.68,77.8,33.13
2023-07,Maharashtra,Amravati,Vi,3.08,144.54,56.08,24.39
2023-07,Maharashtra,Amravati,BSNL,2.17,97.59,67.47,16.92
2023-07,Maharashtra,Amravati,MTNL,0.95,91.44,60.74,21.4
2023-07,Maharashtra,Kolhapur,Jio,11.85,192.4,77.81,22.76
2023-07,Maharashtra,Kolhapur,Airtel,8.34,210.44,78.19,30.39
2023-07,Maharashtra,Kolhapur,Vi,2.28,164.94,74.8,23.66
2023-07,Maharashtra,Kolhapur,BSNL,0.59,75.7,71.95,22.44
2023-07,Maharashtra,Kolhapur,MTNL,0.93,106.04,55.54,28.74
2023-07,Maharashtra,Thane,Jio,7.67,175.77,70.62,32.45
2023-07,Maharashtra,Thane,Airtel,11.79,208.68,74.57,23.29
2023-07,Maharashtra,Thane,Vi,4.76,155.03,55.78,32.82
2023-07,Maharashtra,Thane,BSNL,1.13,98.09,79.53,18.59
2023-07,Maharashtra,Thane,MTNL,0.58,107.42,74.08,24.13
2023-07,Maharashtra,Navi Mumbai,Jio,5.43,192.09,61.74,17.0
2023-07,Maharashtra,Navi Mumbai,Airtel,6.89,220.95,72.36,31.4
2023-07,Maharashtra,Navi Mumbai,Vi,2.18,167.04,77.33,18.95
2023-07,Maharashtra,Navi Mumbai,BSNL,2.04,97.11,55.21,19.41
2023-07,Maharashtra,Navi Mumbai,MTNL,0.59,94.76,77.96,22.19
2023-07,Karnataka,Bengaluru,Jio,5.77,198.11,79.11,29.75
2023-07,Karnataka,Bengaluru,Airtel,3.04,219.88,69.65,17.85
2023-07,Karnataka,Bengaluru,Vi,2.69,148.93,73.16,15.78
2023-07,Karnataka,Bengaluru,BSNL,1.03,90.93,56.97,25.01
2023-07,Karnataka,Bengaluru,MTNL,0.21,101.42,74.01,26.53
2023-07,Karnataka,Mysuru,Jio,3.95,195.0,75.83,16.89
2023-07,Karnataka,Mysuru,Airtel,3.48,207.11,76.9,29.1
2023-07,Karnataka,Mysuru,Vi,0.91,140.76,62.28,17.87
2023-07,Karnataka,Mysuru,BSNL,1.18,93.91,78.55,34.04
2023-07,Karnataka,Mysuru,MTNL,0.18,99.77,63.97,25.26
2023-07,Karnataka,Hubli,Jio,6.37,184.98,79.01,32.7
2023-07,Karnataka,Hubli,Airtel,3.74,198.27,75.83,31.49
2023-07,Karnataka,Hubli,Vi,2.98,148.26,71.8,24.47
2023-07,Karnataka,Hubli,BSNL,1.25,81.04,71.95,18.38
2023-07,Karnataka,Hubli,MTNL,0.57,101.14,77.17,19.46
2023-07,Karnataka,Mangaluru,Jio,3.57,199.66,70.02,28.14
2023-07,Karnataka,Mangaluru,Airtel,5.29,207.57,77.27,27.91
2023-07,Karnataka,Mangaluru,Vi,1.35,154.91,55.18,17.5
2023-07,Karnataka,Mangaluru,BSNL,1.43,103.69,79.18,15.71
2023-07,Karnataka,Mangaluru,MTNL,0.2,100.41,74.55,22.62
2023-07,Karnataka,Belagavi,Jio,5.73,172.87,62.0,28.19
2023-07,Karnataka,Belagavi,Airtel,7.02,214.75,79.81,22.73
2023-07,Karnataka,Belagavi,Vi,3.31,153.96,69.46,15.75
2023-07,Karnataka,Belagavi,BSNL,0.49,100.29,59.27,17.04
2023-07,Karnataka,Belagavi,MTNL,0.16,82.34,56.38,23.85
2023-07,Karnataka,Kalaburagi,Jio,3.0,177.59,71.47,19.52
2023-07,Karnataka,Kalaburagi,Airtel,4.63,195.57,62.76,21.37
2023-07,Karnataka,Kalaburagi,Vi,2.9,153.36,70.41,33.75
2023-07,Karnataka,Kalaburagi,BSNL,0.92,90.53,60.34,30.11
2023-07,Karnataka,Kalaburagi,MTNL,0.36,84.22,65.53,28.17
2023-07,Karnataka,Davanagere,Jio,9.29,197.53,59.19,20.24
2023-07,Karnataka,Davanagere,Airtel,5.88,219.35,66.33,29.21
2023-07,Karnataka,Davanagere,Vi,3.9,158.06,69.6,24.32
2023-07,Karnataka,Davanagere,BSNL,1.31,91.28,70.32,27.94
2023-07,Karnataka,Davanagere,MTNL,0.55,109.14,64.51,28.83
2023-07,Karnataka,Ballari,Jio,2.42,189.78,66.68,29.86
2023-07,Karnataka,Ballari,Airtel,7.36,209.97,66.27,34.67
2023-07,Karnataka,Ballari,Vi,1.2,148.79,65.75,25.83
2023-07,Karnataka,Ballari,BSNL,0.62,85.47,71.8,22.54
2023-07,Karnataka,Ballari,MTNL,0.58,98.94,74.03,22.51
2023-07,Karnataka,Tumkur,Jio,5.38,187.04,76.77,32.58
2023-07,Karnataka,Tumkur,Airtel,2.75,205.31,59.19,22.34
2023-07,Karnataka,Tumkur,Vi,2.94,156.93,63.28,28.35
2023-07,Karnataka,Tumkur,BSNL,1.28,103.13,58.96,26.59
2023-07,Karnataka,Tumkur,MTNL,0.61,96.26,63.76,23.46
2023-07,Karnataka,Udupi,Jio,5.92,187.96,72.98,15.81
2023-07,Karnataka,Udupi,Airtel,3.04,211.91,62.88,28.23
2023-07,Karnataka,Udupi,Vi,1.76,144.72,72.58,28.02
2023-07,Karnataka,Udupi,BSNL,0.89,77.73,58.68,20.05
2023-07,Karnataka,Udupi,MTNL,0.22,93.78,79.84,18.31
2023-07,Tamil Nadu,Chennai,Jio,9.45,193.44,79.86,23.57
2023-07,Tamil Nadu,Chennai,Airtel,10.28,221.22,59.32,24.59
2023-07,Tamil Nadu,Chennai,Vi,2.92,141.8,69.54,19.08
2023-07,Tamil Nadu,Chennai,BSNL,0.53,98.94,75.16,15.53
2023-07,Tamil Nadu,Chennai,MTNL,0.25,99.7,61.28,29.44
2023-07,Tamil Nadu,Coimbatore,Jio,6.33,178.41,77.88,15.99
2023-07,Tamil Nadu,Coimbatore,Airtel,3.15,219.33,58.17,17.39
2023-07,Tamil Nadu,Coimbatore,Vi,1.88,169.82,77.42,34.82
2023-07,Tamil Nadu,Coimbatore,BSNL,1.2,86.51,74.48,22.85
2023-07,Tamil Nadu,Coimbatore,MTNL,0.39,84.85,74.3,30.62
2023-07,Tamil Nadu,Madurai,Jio,3.78,176.92,78.01,15.88
2023-07,Tamil Nadu,Madurai,Airtel,2.97,217.04,75.95,33.11
2023-07,Tamil Nadu,Madurai,Vi,1.31,148.92,67.02,20.97
2023-07,Tamil Nadu,Madurai,BSNL,1.26,87.51,60.25,22.14
2023-07,Tamil Nadu,Madurai,MTNL,0.61,103.48,63.16,28.29
2023-07,Tamil Nadu,Tiruchirappalli,Jio,7.5,192.96,60.99,15.0
2023-07,Tamil Nadu,Tiruchirappalli,Airtel,9.12,219.09,72.44,16.53
2023-07,Tamil Nadu,Tiruchirappalli,Vi,3.93,157.56,64.74,18.96
2023-07,Tamil Nadu,Tiruchirappalli,BSNL,1.55,92.63,56.22,26.94
2023-07,Tamil Nadu,Tiruchirappalli,MTNL,0.56,99.3,71.25,27.63
2023-07,Tamil Nadu,Salem,Jio,4.15,173.91,70.47,15.35
2023-07,Tamil Nadu,Salem,Airtel,7.7,214.04,60.98,26.96
2023-07,Tamil Nadu,Salem,Vi,2.0,156.02,66.57,33.19
2023-07,Tamil Nadu,Salem,BSNL,1.22,87.8,55.88,16.56
2023-07,Tamil Nadu,Salem,MTNL,0.55,82.44,63.76,19.55
2023-07,Tamil Nadu,Tirunelveli,Jio,4.07,192.42,61.16,23.62
2023-07,Tamil Nadu,Tirunelveli,Airtel,6.78,204.94,63.45,22.86
2023-07,Tamil Nadu,Tirunelveli,Vi,4.36,165.89,75.69,32.3
2023-07,Tamil Nadu,Tirunelveli,BSNL,1.3,92.09,68.93,30.71
2023-07,Tamil Nadu,Tirunelveli,MTNL,0.26,96.53,75.24,30.21
2023-07,Tamil Nadu,Tiruppur,Jio,4.28,194.61,61.79,20.92
2023-07,Tamil Nadu,Tiruppur,Airtel,3.54,210.24,64.63,18.64
2023-07,Tamil Nadu,Tiruppur,Vi,3.32,147.94,76.37,15.46
2023-07,Tamil Nadu,Tiruppur,BSNL,0.49,91.98,57.13,29.1
2023-07,Tamil Nadu,Tiruppur,MTNL,0.7,102.07,66.86,32.2
2023-07,Tamil Nadu,Vellore,Jio,4.29,175.01,58.36,30.95
2023-07,Tamil Nadu,Vellore,Airtel,3.55,201.86,70.58,16.54
2023-07,Tamil Nadu,Vellore,Vi,1.34,141.35,55.01,28.94
2023-07,Tamil Nadu,Vellore,BSNL,0.72,91.87,60.83,31.22
2023-07,Tamil Nadu,Vellore,MTNL,0.59,95.05,66.32,19.75
2023-07,Tamil Nadu,Erode,Jio,7.52,199.11,58.27,23.12
2023-07,Tamil Nadu,Erode,Airtel,4.04,204.88,78.34,32.62
2023-07,Tamil Nadu,Erode,Vi,2.16,145.97,74.06,19.17
2023-07,Tamil Nadu,Erode,BSNL,1.38,92.75,71.35,29.13
2023-07,Tamil Nadu,Erode,MTNL,0.79,101.2,63.66,32.57
2023-07,Tamil Nadu,Thoothukudi,Jio,4.45,170.65,56.22,28.02
2023-07,Tamil Nadu,Thoothukudi,Airtel,8.41,198.02,71.16,15.58
2023-07,Tamil Nadu,Thoothukudi,Vi,4.17,161.44,71.53,15.61
2023-07,Tamil Nadu,Thoothukudi,BSNL,1.55,100.74,64.46,21.57
2023-07,Tamil Nadu,Thoothukudi,MTNL,0.68,94.39,61.3,17.02
2023-07,Uttar Pradesh,Lucknow,Jio,4.62,195.94,77.77,21.11
2023-07,Uttar Pradesh,Lucknow,Airtel,5.51,210.25,77.56,30.0
2023-07,Uttar Pradesh,Lucknow,Vi,5.75,167.72,59.62,21.17
2023-07,Uttar Pradesh,Lucknow,BSNL,1.9,89.61,78.16,22.68
2023-07,Uttar Pradesh,Lucknow,MTNL,1.23,101.09,58.81,32.25
2023-07,Uttar Pradesh,Kanpur,Jio,12.77,182.62,62.34,21.68
2023-07,Uttar Pradesh,Kanpur,Airtel,14.37,195.81,75.34,16.88
2023-07,Uttar Pradesh,Kanpur,Vi,5.38,169.99,76.34,16.33
2023-07,Uttar Pradesh,Kanpur,BSNL,1.96,86.68,57.66,24.78
2023-07,Uttar Pradesh,Kanpur,MTNL,0.48,93.28,62.51,34.34
2023-07,Uttar Pradesh,Agra,Jio,6.41,178.66,68.41,28.42
2023-07,Uttar Pradesh,Agra,Airtel,13.26,216.75,55.92,22.88
2023-07,Uttar Pradesh,Agra,Vi,6.82,163.22,70.06,16.05
2023-07,Uttar Pradesh,Agra,BSNL,0.8,86.9,73.71,16.27
2023-07,Uttar Pradesh,Agra,MTNL,0.6,85.57,66.57,23.13
2023-07,Uttar Pradesh,Varanasi,Jio,12.63,183.9,64.23,25.96
2023-07,Uttar Pradesh,Varanasi,Airtel,7.89,204.1,70.34,24.81
2023-07,Uttar Pradesh,Varanasi,Vi,4.88,161.69,75.09,23.87
2023-07,Uttar Pradesh,Varanasi,BSNL,2.03,89.73,60.53,22.72
2023-07,Uttar Pradesh,Varanasi,MTNL,0.34,98.75,65.92,26.98
2023-07,Uttar Pradesh,Prayagraj,Jio,15.81,199.02,62.02,25.14
2023-07,Uttar Pradesh,Prayagraj,Airtel,6.35,196.69,74.37,17.47
2023-07,Uttar Pradesh,Prayagraj,Vi,6.37,147.73,75.6,30.64
2023-07,Uttar Pradesh,Prayagraj,BSNL,2.46,100.94,58.01,25.33
2023-07,Uttar Pradesh,Prayagraj,MTNL,0.56,93.33,75.85,24.28
2023-07,Uttar Pradesh,Meerut,Jio,6.86,171.81,60.72,32.75
