customer_id,state,operator,plan_type,tenure_months,monthly_charge,total_charges,internet_service,num_complaints,churn
C013874,Karnataka,Jio,Prepaid,57,203.15,11579.31,Fiber,1,0
C013875,Telangana,BSNL,Postpaid,40,506.71,20268.28,No Service,0,1
C013876,Kerala,Jio,Postpaid,71,350.41,24879.16,Fiber,0,0
C013877,Jharkhand,BSNL,Postpaid,31,554.28,17182.83,4G,0,0
C013878,Andhra Pradesh,Jio,Prepaid,13,772.47,10042.14,3G,1,1
C013879,Punjab,Jio,Prepaid,6,296.61,1779.64,3G,0,0
C013880,Haryana,Jio,Postpaid,7,851.88,5963.17,3G,2,1
C013881,West Bengal,Vi,Postpaid,0,745.6,0.0,4G,2,0
C013882,Andhra Pradesh,Airtel,Prepaid,16,331.36,5301.7,Fiber,0,0
C013883,Bihar,Jio,Postpaid,2,914.16,1828.32,3G,3,0
C013884,Bihar,MTNL,Postpaid,32,127.55,4081.62,Fiber,2,1
C013885,Punjab,Airtel,Prepaid,6,700.73,4204.36,Fiber,4,1
C013886,West Bengal,MTNL,Prepaid,10,370.99,3709.86,Fiber,1,0
C013887,Haryana,Vi,Prepaid,5,753.81,3769.07,No Service,0,0
C013888,Maharashtra,Jio,Prepaid,50,885.47,44273.44,Fiber,2,0
C013889,Madhya Pradesh,Jio,Postpaid,32,216.74,6935.61,Fiber,2,0
C013890,Gujarat,BSNL,Postpaid,32,558.97,17886.95,Fiber,3,0
C013891,Rajasthan,Jio,Prepaid,82,809.83,66406.46,4G,1,0
C013892,Kerala,Jio,Prepaid,0,797.98,0.0,No Service,1,1
C013893,Uttarakhand,Vi,Postpaid,24,488.75,11729.89,3G,3,0
C013894,Madhya Pradesh,Airtel,Postpaid,4,773.09,3092.34,No Service,0,0
C013895,Punjab,BSNL,Postpaid,15,182.8,2742.06,4G,2,1
C013896,Bihar,Jio,Postpaid,18,661.73,11911.12,Fiber,1,1
C013897,Uttar Pradesh,Airtel,Prepaid,1,135.74,135.74,Fiber,1,1
C013898,Andhra Pradesh,Jio,Postpaid,102,933.73,95240.18,No Service,0,0
C013899,Telangana,Jio,Postpaid,24,147.7,3544.87,3G,3,0
C013900,Punjab,Jio,Prepaid,32,809.8,25913.44,4G,0,0
C013901,Maharashtra,Jio,Prepaid,47,139.7,6566.11,4G,0,0
C013902,Kerala,MTNL,Prepaid,16,588.65,9418.44,4G,1,0
C013903,Delhi,Jio,Postpaid,18,692.7,12468.63,3G,1,0
C013904,Andhra Pradesh,MTNL,Prepaid,5,184.22,921.12,3G,2,0
C013905,Tamil Nadu,Vi,Postpaid,12,533.97,6407.67,4G,0,0
C013906,Tamil Nadu,Jio,Postpaid,20,357.14,7142.71,4G,2,0
C013907,Himachal Pradesh,Jio,Prepaid,13,294.56,3829.29,4G,2,0
C013908,Karnataka,Airtel,Postpaid,20,899.94,17998.85,No Service,2,0
C013909,Jammu & Kashmir,Jio,Prepaid,5,964.91,4824.56,Fiber,0,0
C013910,Tamil Nadu,Airtel,Prepaid,2,993.04,1986.08,Fiber,3,0
C013911,Karnataka,Jio,Prepaid,14,509.32,7130.41,Fiber,0,0
C013912,Goa,Vi,Postpaid,72,707.02,50905.38,Fiber,1,0
C013913,Karnataka,Vi,Prepaid,0,708.35,0.0,Fiber,2,1
C013914,Kerala,Airtel,Postpaid,25,782.09,19552.3,No Service,1,0
C013915,Jharkhand,Vi,Postpaid,0,617.86,0.0,Fiber,1,0
C013916,Maharashtra,Jio,Postpaid,6,742.98,4457.86,4G,2,0
C013917,Odisha,Vi,Prepaid,41,798.91,32755.34,4G,0,1
C013918,Delhi,Vi,Prepaid,3,859.78,2579.35,4G,1,0
C013919,Himachal Pradesh,Jio,Postpaid,32,845.96,27070.71,4G,1,0
C013920,Rajasthan,Jio,Prepaid,22,593.89,13065.57,No Service,1,0
C013921,Haryana,Airtel,Postpaid,23,532.57,12249.03,3G,1,0
C013922,Delhi,Airtel,Postpaid,14,313.67,4391.4,3G,0,0
C013923,Kerala,Jio,Postpaid,57,777.5,44317.38,4G,3,0
C013924,Jharkhand,Airtel,Postpaid,30,478.75,14362.62,No Service,0,1
C013925,Andhra Pradesh,Vi,Prepaid,28,532.98,14923.51,3G,0,0
C013926,Madhya Pradesh,Vi,Postpaid,23,133.54,3071.39,No Service,1,1
C013927,Telangana,Airtel,Prepaid,31,553.41,17155.58,Fiber,3,0
C013928,Punjab,Jio,Postpaid,9,556.64,5009.79,No Service,1,0
C013929,Jharkhand,Vi,Prepaid,112,990.02,110882.22,4G,2,0
C013930,Gujarat,Jio,Postpaid,22,383.79,8443.4,3G,1,0
C013931,Jammu & Kashmir,Airtel,Postpaid,54,523.86,28288.37,3G,2,0
C013932,Delhi,Vi,Postpaid,35,135.41,4739.27,3G,3,0
C013933,Assam,Airtel,Postpaid,22,179.13,3940.86,3G,0,0
C013934,Kerala,MTNL,Prepaid,38,163.08,6197.09,3G,2,0
C013935,Rajasthan,Jio,Postpaid,45,432.56,19465.39,No Service,1,0
C013936,Gujarat,Airtel,Prepaid,29,212.75,6169.81,3G,1,0
C013937,Gujarat,Airtel,Prepaid,21,712.95,14971.92,No Service,0,0
C013938,Tamil Nadu,Jio,Prepaid,1,162.75,162.75,3G,0,0
C013939,Andhra Pradesh,BSNL,Prepaid,31,584.85,18130.31,No Service,0,0
C013940,Punjab,Vi,Postpaid,18,674.22,12136.01,Fiber,3,0
C013941,Gujarat,Jio,Postpaid,36,877.43,31587.54,3G,2,0
C013942,Telangana,Airtel,Prepaid,6,131.99,791.97,3G,2,0
C013943,Uttarakhand,Vi,Prepaid,25,826.37,20659.32,No Service,3,0
C013944,Rajasthan,BSNL,Prepaid,5,523.54,2617.71,No Service,2,0
C013945,Delhi,Airtel,Prepaid,18,340.61,6130.92,Fiber,2,0
C013946,Himachal Pradesh,MTNL,Postpaid,6,228.1,1368.58,Fiber,0,0
C013947,Andhra Pradesh,BSNL,Prepaid,28,577.42,16167.81,3G,0,0
C013948,Punjab,Airtel,Prepaid,0,301.77,0.0,Fiber,1,1
C013949,Odisha,Jio,Prepaid,3,605.76,1817.29,Fiber,1,0
C013950,Himachal Pradesh,Jio,Prepaid,19,448.51,8521.6,4G,1,0
C013951,Assam,BSNL,Prepaid,80,263.1,21048.37,4G,0,0
C013952,Madhya Pradesh,Jio,Prepaid,3,366.65,1099.94,3G,0,0
C013953,Jharkhand,Airtel,Postpaid,12,357.45,4289.4,3G,3,0
C013954,Maharashtra,Airtel,Postpaid,8,107.13,857.07,Fiber,0,0
C013955,Bihar,Jio,Prepaid,39,150.67,5876.18,3G,2,0
C013956,Haryana,Jio,Postpaid,1,710.09,710.09,No Service,1,1
C013957,Jammu & Kashmir,Airtel,Prepaid,11,712.96,7842.51,No Service,0,0
C013958,Punjab,BSNL,Postpaid,1,387.82,387.82,4G,0,1
C013959,Kerala,Jio,Prepaid,10,699.24,6992.35,3G,0,0
C013960,Telangana,BSNL,Postpaid,12,290.23,3482.7,3G,3,0
C013961,Tamil Nadu,Vi,Postpaid,10,175.3,1752.96,No Service,0,0
C013962,Madhya Pradesh,Jio,Prepaid,63,163.1,10275.22,Fiber,3,1
C013963,Kerala,Jio,Prepaid,1,321.05,321.05,4G,0,1
C013964,Jharkhand,Jio,Postpaid,7,579.58,4057.03,3G,3,0
C013965,Madhya Pradesh,Vi,Prepaid,15,979.47,14692.06,4G,2,0
C013966,Jammu & Kashmir,Jio,Prepaid,18,296.89,5344.01,3G,1,0
C013967,Jharkhand,Jio,Prepaid,48,551.42,26467.94,4G,0,0
C013968,Karnataka,MTNL,Prepaid,2,209.32,418.64,Fiber,0,0
C013969,Jharkhand,Airtel,Prepaid,25,220.57,5514.27,Fiber,1,0
C013970,Uttarakhand,Vi,Prepaid,20,907.82,18156.4,4G,2,0
C013971,Karnataka,Jio,Postpaid,15,154.61,2319.1,Fiber,2,0
C013972,Odisha,Airtel,Postpaid,67,639.74,42862.69,Fiber,5,0
C013973,Goa,Airtel,Prepaid,5,388.91,1944.57,4G,2,0
C013974,Jharkhand,Jio,Postpaid,56,202.1,11317.49,No Service,0,0
C013975,Kerala,Jio,Prepaid,6,237.09,1422.56,Fiber,1,0
C013976,Himachal Pradesh,BSNL,Postpaid,24,149.74,3593.86,No Service,1,1
C013977,Andhra Pradesh,Jio,Postpaid,21,697.22,14641.58,No Service,2,0
C013978,Rajasthan,Airtel,Postpaid,23,297.02,6831.52,Fiber,1,0
C013979,Uttar Pradesh,Jio,Prepaid,42,918.75,38587.35,3G,0,0
C013980,Madhya Pradesh,BSNL,Prepaid,23,566.27,13024.2,Fiber,4,0
C013981,Rajasthan,Jio,Postpaid,26,564.36,14673.36,4G,2,0
C013982,Haryana,Vi,Postpaid,6,723.26,4339.54,No Service,1,0
C013983,Uttarakhand,Jio,Prepaid,4,585.64,2342.55,No Service,2,1
C013984,Odisha,Airtel,Postpaid,3,164.29,492.88,3G,1,1
C013985,Kerala,Jio,Prepaid,84,727.95,61147.58,3G,2,0
C013986,Assam,Jio,Prepaid,52,748.75,38934.77,Fiber,3,1
C013987,Himachal Pradesh,Vi,Postpaid,11,931.33,10244.58,No Service,0,1
C013988,Rajasthan,Jio,Postpaid,39,427.46,16670.91,3G,0,0
C013989,Madhya Pradesh,MTNL,Prepaid,19,355.57,6755.84,Fiber,1,0
C013990,Punjab,Vi,Postpaid,33,650.18,21456.05,3G,2,0
C013991,Madhya Pradesh,Jio,Postpaid,7,687.87,4815.06,3G,3,0
C013992,Bihar,Jio,Prepaid,39,333.69,13014.08,No Service,1,0
C013993,Karnataka,Airtel,Prepaid,35,122.53,4288.39,3G,0,0
C013994,Uttarakhand,Airtel,Prepaid,40,888.31,35532.34,No Service,3,0
C013995,Punjab,Airtel,Prepaid,1,588.48,588.48,Fiber,1,1
C013996,Maharashtra,Airtel,Postpaid,11,167.88,1846.64,4G,1,0
C013997,Assam,Jio,Postpaid,71,173.64,12328.45,4G,2,0
C013998,Karnataka,Jio,Prepaid,55,841.41,46277.48,No Service,0,1
C013999,Uttar Pradesh,BSNL,Prepaid,26,230.8,6000.89,No Service,3,1
C014000,Andhra Pradesh,Vi,Prepaid,64,462.77,29617.58,No Service,2,0
C014001,Jammu & Kashmir,Jio,Postpaid,76,398.27,30268.3,4G,0,1
C014002,Maharashtra,Jio,Postpaid,5,224.5,1122.5,Fiber,0,1
C014003,Rajasthan,Airtel,Postpaid,17,736.01,12512.25,Fiber,1,0
C014004,Delhi,Airtel,Prepaid,19,529.31,10056.95,No Service,1,0
C014005,Odisha,Vi,Prepaid,11,263.16,2894.72,Fiber,1,0
C014006,Telangana,Airtel,Prepaid,2,131.29,262.59,3G,1,1
C014007,Himachal Pradesh,Jio,Postpaid,120,345.91,41509.62,3G,0,1
C014008,Rajasthan,BSNL,Postpaid,26,421.13,10949.38,No Service,1,0
C014009,Assam,Jio,Prepaid,52,816.91,42479.3,3G,1,0
C014010,Uttar Pradesh,Vi,Postpaid,7,139.34,975.39,Fiber,2,1
C014011,Telangana,Jio,Postpaid,1,856.82,856.82,No Service,0,0
C014012,Uttarakhand,Vi,Prepaid,34,801.43,27248.75,3G,2,0
C014013,Punjab,Airtel,Prepaid,3,580.82,1742.46,4G,0,0
C014014,Uttarakhand,Jio,Prepaid,31,497.58,15424.88,No Service,3,0
C014015,Jammu & Kashmir,Vi,Prepaid,10,285.15,2851.49,Fiber,2,0
C014016,Punjab,Airtel,Postpaid,2,414.31,828.63,Fiber,1,0
C014017,Kerala,Vi,Postpaid,11,650.93,7160.26,4G,2,0
C014018,Andhra Pradesh,Jio,Postpaid,13,606.45,7883.89,No Service,2,0
C014019,Jammu & Kashmir,Airtel,Postpaid,3,921.35,2764.06,Fiber,2,0
C014020,Madhya Pradesh,Vi,Prepaid,13,367.48,4777.27,3G,0,0
C014021,Gujarat,Airtel,Postpaid,19,716.14,13606.59,No Service,1,0
C014022,Delhi,Jio,Postpaid,2,944.09,1888.19,3G,3,1
C014023,Andhra Pradesh,Vi,Postpaid,8,348.61,2788.9,No Service,1,0
C014024,Punjab,Vi,Postpaid,7,367.87,2575.1,3G,1,0
C014025,Haryana,Jio,Postpaid,6,277.19,1663.15,Fiber,2,0
C014026,Punjab,Jio,Postpaid,4,146.85,587.41,Fiber,1,1
C014027,Jammu & Kashmir,MTNL,Prepaid,2,426.62,853.23,Fiber,2,1
C014028,Punjab,Vi,Postpaid,45,614.19,27638.44,3G,0,0
C014029,Gujarat,Jio,Postpaid,8,762.25,6097.98,Fiber,0,0
C014030,Haryana,Airtel,Postpaid,15,759.86,11397.85,No Service,1,0
C014031,Jharkhand,Jio,Postpaid,6,270.51,1623.06,4G,2,0
C014032,Telangana,Vi,Prepaid,13,850.21,11052.71,4G,1,0
C014033,Madhya Pradesh,Jio,Prepaid,1,713.48,713.48,Fiber,3,0
C014034,Maharashtra,Jio,Prepaid,23,899.72,20693.67,Fiber,0,0
C014035,Telangana,Airtel,Prepaid,9,483.94,4355.47,3G,0,0
C014036,Tamil Nadu,Jio,Prepaid,35,529.54,18533.85,4G,2,0
C014037,Karnataka,Vi,Postpaid,8,692.31,5538.51,3G,2,0
C014038,Delhi,Jio,Prepaid,40,468.22,18728.75,3G,1,1
C014039,Goa,Airtel,Postpaid,25,449.74,11243.38,Fiber,2,1
C014040,Uttarakhand,BSNL,Postpaid,13,542.55,7053.17,4G,2,0
C014041,West Bengal,Vi,Prepaid,15,310.63,4659.41,4G,0,0
C014042,Tamil Nadu,Jio,Postpaid,0,248.81,0.0,4G,2,0
C014043,Telangana,BSNL,Postpaid,42,512.54,21526.6,Fiber,1,1
C014044,Assam,MTNL,Postpaid,8,421.59,3372.69,Fiber,1,0
C014045,Uttarakhand,Jio,Postpaid,53,853.69,45245.61,No Service,0,0
C014046,Telangana,Vi,Postpaid,27,655.91,17709.51,3G,2,1
C014047,Rajasthan,Jio,Prepaid,4,723.73,2894.92,3G,2,1
C014048,Goa,Airtel,Prepaid,26,255.74,6649.28,No Service,1,0
C014049,Himachal Pradesh,BSNL,Postpaid,36,169.43,6099.38,3G,1,0
C014050,Punjab,Airtel,Prepaid,19,842.76,16012.37,Fiber,2,0
C014051,Odisha,Vi,Prepaid,37,692.08,25607.14,No Service,2,1
C014052,Gujarat,Jio,Prepaid,0,722.38,0.0,Fiber,2,0
C014053,Assam,Airtel,Prepaid,55,695.07,38228.69,No Service,1,0
C014054,Andhra Pradesh,Jio,Postpaid,67,619.3,41493.18,3G,3,0
C014055,Bihar,Jio,Postpaid,32,455.62,14579.84,3G,4,0
C014056,Karnataka,Airtel,Prepaid,64,814.63,52136.56,4G,0,0
C014057,Assam,Vi,Postpaid,14,646.83,9055.61,No Service,2,0
C014058,Himachal Pradesh,Airtel,Prepaid,3,250.36,751.07,3G,3,0
C014059,Telangana,Jio,Prepaid,45,584.54,26304.47,No Service,4,0
C014060,Assam,Jio,Prepaid,35,809.66,28337.93,No Service,4,0
C014061,Jharkhand,MTNL,Postpaid,36,559.84,20154.25,3G,2,0
C014062,Uttar Pradesh,Vi,Postpaid,5,876.81,4384.03,No Service,1,0
C014063,Himachal Pradesh,Jio,Postpaid,42,929.17,39025.2,No Service,0,0
C014064,Madhya Pradesh,Jio,Prepaid,16,330.92,5294.72,No Service,4,0
C014065,Jammu & Kashmir,Airtel,Postpaid,7,408.65,2860.52,Fiber,4,0
C014066,Haryana,Jio,Prepaid,16,729.95,11679.26,4G,1,0
C014067,Goa,Airtel,Prepaid,7,981.8,6872.57,Fiber,2,1
C014068,Maharashtra,Vi,Prepaid,27,510.49,13783.18,No Service,6,0
C014069,Jharkhand,Jio,Postpaid,37,384.94,14242.69,4G,1,0
C014070,Jammu & Kashmir,Jio,Postpaid,6,436.34,2618.07,3G,2,0
C014071,West Bengal,Jio,Prepaid,1,986.29,986.29,4G,1,0
C014072,Rajasthan,MTNL,Prepaid,3,252.61,757.83,4G,1,0
C014073,Assam,Airtel,Postpaid,45,631.47,28416.31,Fiber,3,0
C014074,West Bengal,Vi,Postpaid,5,370.49,1852.45,4G,1,1
C014075,Rajasthan,Vi,Prepaid,18,99.86,1797.41,4G,2,0
C014076,Rajasthan,Airtel,Prepaid,59,732.48,43216.56,3G,0,0
C014077,Telangana,Jio,Prepaid,33,697.3,23010.9,No Service,0,1
C014078,Karnataka,Airtel,Prepaid,27,647.12,17472.25,3G,0,0
C014079,Jharkhand,Airtel,Postpaid,6,446.42,2678.53,4G,0,0
C014080,Goa,Jio,Prepaid,78,290.98,22696.06,4G,1,0
C014081,Rajasthan,Airtel,Postpaid,2,934.76,1869.51,No Service,1,0
C014082,Punjab,Jio,Postpaid,16,571.88,9150.02,Fiber,2,0
C014083,Karnataka,Airtel,Prepaid,26,812.24,21118.18,No Service,1,0
C014084,West Bengal,Jio,Prepaid,92,155.31,14288.22,4G,1,0
C014085,Jammu & Kashmir,Jio,Postpaid,26,751.53,19539.77,4G,3,0
C014086,Tamil Nadu,Vi,Postpaid,4,442.02,1768.09,3G,3,1
C014087,Kerala,Jio,Prepaid,20,761.63,15232.57,4G,0,0
C014088,Odisha,Jio,Prepaid,49,784.55,38443.05,3G,1,0
C014089,Assam,BSNL,Postpaid,30,582.22,17466.53,3G,1,0
C014090,Telangana,Jio,Prepaid,4,692.17,2768.7,3G,2,0
C014091,Himachal Pradesh,Vi,Postpaid,7,127.51,892.6,4G,4,1
C014092,Karnataka,Jio,Postpaid,23,800.83,18419.06,3G,3,0
C014093,Jammu & Kashmir,Jio,Prepaid,12,705.65,8467.74,No Service,1,1
C014094,Telangana,BSNL,Prepaid,39,165.76,6464.77,Fiber,2,0
C014095,Karnataka,Airtel,Prepaid,5,466.14,2330.71,4G,1,0
C014096,Maharashtra,Airtel,Postpaid,0,460.81,0.0,No Service,3,0
C014097,Andhra Pradesh,MTNL,Postpaid,5,427.11,2135.55,No Service,1,0
C014098,Bihar,MTNL,Postpaid,15,88.63,1329.41,No Service,2,0
C014099,Odisha,MTNL,Postpaid,8,451.63,3613.07,No Service,2,0
C014100,Andhra Pradesh,Jio,Postpaid,30,502.91,15087.33,4G,0,0
C014101,Assam,Jio,Prepaid,4,962.24,3848.97,4G,2,0
C014102,Andhra Pradesh,Airtel,Postpaid,54,358.22,19343.83,Fiber,1,0
C014103,Madhya Pradesh,Airtel,Postpaid,53,652.61,34588.21,No Service,2,0
C014104,Punjab,Vi,Prepaid,32,970.66,31061.14,No Service,4,0
C014105,Assam,Jio,Prepaid,41,220.36,9034.57,No Service,2,0
C014106,Himachal Pradesh,Airtel,Prepaid,7,795.97,5571.77,3G,2,0
C014107,Jharkhand,Jio,Postpaid,16,822.7,13163.18,4G,2,0
C014108,Rajasthan,Jio,Prepaid,9,178.74,1608.62,No Service,1,0
C014109,Madhya Pradesh,Airtel,Postpaid,13,276.57,3595.36,4G,3,0
C014110,Delhi,Jio,Prepaid,9,340.46,3064.1,No Service,1,0
C014111,Maharashtra,Jio,Postpaid,1,967.83,967.83,3G,2,0
C014112,Jammu & Kashmir,Jio,Postpaid,2,577.08,1154.15,No Service,0,0
C014113,Delhi,BSNL,Postpaid,2,377.41,754.83,4G,0,0
C014114,Bihar,Jio,Postpaid,29,612.78,17770.53,No Service,1,1
C014115,Kerala,BSNL,Postpaid,10,475.88,4758.76,Fiber,1,0
C014116,Odisha,BSNL,Postpaid,20,149.43,2988.61,No Service,2,0
C014117,Jammu & Kashmir,Airtel,Prepaid,11,151.61,1667.76,4G,3,0
C014118,Maharashtra,Vi,Postpaid,4,230.11,920.43,4G,3,0
C014119,Andhra Pradesh,Vi,Prepaid,94,797.05,74922.94,Fiber,1,0
C014120,Jharkhand,Jio,Postpaid,7,226.67,1586.7,Fiber,1,0
C014121,Jharkhand,Airtel,Prepaid,21,598.83,12575.49,3G,1,0
C014122,Madhya Pradesh,Vi,Prepaid,21,570.4,11978.45,4G,0,0
C014123,Himachal Pradesh,Airtel,Prepaid,6,539.8,3238.77,4G,0,0
C014124,Assam,BSNL,Prepaid,5,493.14,2465.69,4G,1,0
C014125,Bihar,Jio,Prepaid,44,717.8,31583.27,4G,1,0
C014126,Delhi,Vi,Prepaid,1,747.96,747.96,4G,0,0
C014127,Uttarakhand,Airtel,Prepaid,47,595.12,27970.86,3G,3,0
C014128,Jharkhand,BSNL,Prepaid,23,421.45,9693.46,No Service,2,0
C014129,Bihar,Airtel,Postpaid,31,939.81,29134.14,4G,1,1
C014130,Gujarat,Vi,Prepaid,17,217.26,3693.43,No Service,3,0
C014131,Assam,Jio,Prepaid,24,598.23,14357.54,4G,3,0
C014132,Goa,Airtel,Postpaid,11,545.66,6002.3,4G,1,0
C014133,Uttarakhand,Jio,Prepaid,6,759.56,4557.38,No Service,1,0
C014134,Rajasthan,Jio,Postpaid,10,299.99,2999.93,No Service,0,0
C014135,Jharkhand,Airtel,Prepaid,57,683.44,38955.8,Fiber,1,0
C014136,Andhra Pradesh,Airtel,Postpaid,28,326.71,9147.82,Fiber,1,1
C014137,Uttarakhand,Vi,Postpaid,11,579.25,6371.75,No Service,3,0
C014138,Karnataka,Airtel,Postpaid,59,838.26,49457.31,No Service,1,1
C014139,Telangana,Jio,Postpaid,14,363.38,5087.28,Fiber,0,0
C014140,Uttar Pradesh,Airtel,Prepaid,26,998.19,25953.02,Fiber,1,0
C014141,Uttar Pradesh,Jio,Prepaid,13,377.88,4912.5,No Service,1,1
C014142,Rajasthan,Jio,Postpaid,3,901.38,2704.14,4G,2,0
C014143,Maharashtra,Vi,Prepaid,29,392.77,11390.46,No Service,2,1
C014144,Gujarat,Jio,Postpaid,6,656.58,3939.5,4G,2,0
C014145,Andhra Pradesh,Jio,Prepaid,3,695.14,2085.43,No Service,2,0
C014146,Rajasthan,Airtel,Postpaid,9,633.57,5702.14,4G,0,0
C014147,Uttar Pradesh,Vi,Prepaid,14,480.01,6720.19,No Service,2,0
C014148,Goa,Jio,Prepaid,0,581.28,0.0,Fiber,5,0
C014149,Telangana,Jio,Prepaid,24,318.57,7645.77,No Service,0,0
C014150,Punjab,MTNL,Prepaid,85,458.16,38943.66,4G,1,0
C014151,Haryana,Airtel,Postpaid,21,127.29,2673.04,No Service,1,0
C014152,Gujarat,Airtel,Postpaid,9,194.81,1753.29,Fiber,1,1
C014153,Jammu & Kashmir,Airtel,Postpaid,14,630.23,8823.26,No Service,0,0
C014154,Maharashtra,Airtel,Postpaid,8,332.68,2661.47,No Service,2,0
C014155,Madhya Pradesh,Airtel,Postpaid,57,382.58,21806.79,3G,0,0
C014156,Karnataka,Airtel,Prepaid,30,628.01,18840.35,3G,4,0
C014157,Jammu & Kashmir,Airtel,Postpaid,14,509.7,7135.8,No Service,2,0
C014158,Uttar Pradesh,Airtel,Postpaid,1,889.7,889.7,No Service,1,1
C014159,Rajasthan,Airtel,Prepaid,8,298.18,2385.41,No Service,2,0
C014160,Odisha,Vi,Postpaid,8,942.81,7542.51,Fiber,1,0
C014161,Madhya Pradesh,Jio,Prepaid,61,462.1,28187.98,Fiber,0,0
C014162,Tamil Nadu,Vi,Prepaid,5,280.28,1401.42,Fiber,0,0
C014163,Odisha,BSNL,Postpaid,2,282.61,565.22,4G,0,1
C014164,Uttar Pradesh,MTNL,Prepaid,29,168.93,4899.01,No Service,1,0
C014165,West Bengal,Airtel,Postpaid,37,977.4,36163.75,Fiber,4,0
C014166,Uttarakhand,Airtel,Prepaid,15,510.08,7651.17,4G,0,0
C014167,Rajasthan,Jio,Prepaid,26,810.64,21076.74,Fiber,1,0
C014168,Himachal Pradesh,Jio,Prepaid,10,776.82,7768.2,4G,1,0
C014169,Odisha,MTNL,Postpaid,23,211.14,4856.19,3G,0,0
C014170,Bihar,Jio,Postpaid,78,969.58,75627.48,3G,2,0
C014171,Kerala,BSNL,Prepaid,22,464.62,10221.75,No Service,0,0
C014172,Assam,BSNL,Prepaid,4,401.41,1605.65,3G,3,0
C014173,Kerala,Vi,Postpaid,9,851.19,7660.71,Fiber,1,0
C014174,Delhi,Jio,Postpaid,0,912.33,0.0,No Service,1,1
C014175,Jharkhand,Airtel,Postpaid,27,172.56,4659.11,4G,2,0
C014176,Maharashtra,Vi,Postpaid,16,405.29,6484.72,Fiber,0,1
C014177,West Bengal,Airtel,Prepaid,15,218.75,3281.18,4G,3,0
C014178,Delhi,Airtel,Prepaid,13,875.45,11380.8,3G,1,0
C014179,Himachal Pradesh,BSNL,Prepaid,18,425.3,7655.47,Fiber,0,1
C014180,Jharkhand,Airtel,Postpaid,9,270.56,2435.08,Fiber,1,0
C014181,Himachal Pradesh,Jio,Prepaid,3,786.77,2360.3,4G,1,1
C014182,Tamil Nadu,BSNL,Postpaid,31,445.21,13801.5,4G,0,1
C014183,Madhya Pradesh,Vi,Prepaid,3,610.22,1830.66,3G,0,0
C014184,Haryana,Airtel,Prepaid,10,701.47,7014.69,4G,2,0
C014185,Punjab,Jio,Postpaid,21,905.13,19007.71,Fiber,2,0
C014186,Himachal Pradesh,Jio,Postpaid,2,180.45,360.9,No Service,6,0
C014187,Gujarat,Vi,Postpaid,10,410.8,4108.04,3G,1,1
C014188,Andhra Pradesh,Airtel,Prepaid,28,333.66,9342.39,4G,1,0
C014189,Assam,Jio,Prepaid,4,747.53,2990.12,4G,5,0
C014190,Bihar,BSNL,Prepaid,7,462.72,3239.01,Fiber,1,0
C014191,Karnataka,Jio,Prepaid,8,374.33,2994.62,Fiber,1,0
C014192,Uttarakhand,MTNL,Prepaid,11,541.63,5957.88,Fiber,1,0
C014193,Gujarat,Jio,Postpaid,43,108.46,4663.74,No Service,1,0
C014194,Haryana,BSNL,Postpaid,11,242.44,2666.8,4G,3,0
C014195,Maharashtra,Jio,Prepaid,1,958.66,958.66,No Service,1,0
C014196,Rajasthan,Airtel,Postpaid,9,996.46,8968.1,Fiber,2,0
C014197,Himachal Pradesh,Airtel,Postpaid,4,804.24,3216.97,3G,0,0
C014198,Tamil Nadu,Jio,Postpaid,15,823.67,12355.11,3G,2,0
C014199,Assam,Jio,Prepaid,11,115.81,1273.94,No Service,2,0
C014200,Odisha,Airtel,Prepaid,82,680.93,55835.94,3G,1,0
C014201,Madhya Pradesh,Jio,Prepaid,29,419.46,12164.48,Fiber,0,1
C014202,Assam,Vi,Postpaid,22,360.35,7927.6,No Service,0,0
C014203,Bihar,Jio,Postpaid,7,165.0,1155.01,Fiber,0,0
C014204,Uttarakhand,Jio,Postpaid,45,883.93,39776.98,No Service,2,0
C014205,Jharkhand,Jio,Postpaid,29,146.87,4259.14,4G,2,1
C014206,Telangana,Jio,Prepaid,18,682.76,12289.68,Fiber,6,0
C014207,Delhi,Airtel,Prepaid,23,596.27,13714.29,No Service,2,0
C014208,Himachal Pradesh,Airtel,Prepaid,29,590.9,17136.03,4G,2,1
C014209,Madhya Pradesh,Airtel,Postpaid,0,929.57,0.0,Fiber,1,0
C014210,Gujarat,BSNL,Postpaid,16,599.32,9589.04,4G,2,0
C014211,Uttar Pradesh,Vi,Prepaid,10,429.4,4293.97,No Service,3,0
C014212,Rajasthan,Airtel,Postpaid,47,101.85,4786.85,3G,2,0
C014213,Madhya Pradesh,Airtel,Prepaid,31,644.44,19977.74,Fiber,0,0
C014214,Delhi,Airtel,Prepaid,43,755.92,32504.48,3G,3,0
C014215,Telangana,Vi,Postpaid,37,674.0,24938.09,No Service,2,0
C014216,Gujarat,Jio,Postpaid,17,428.69,7287.71,No Service,2,0
C014217,Goa,Airtel,Prepaid,3,162.99,488.97,Fiber,1,1
C014218,Delhi,Jio,Prepaid,9,847.9,7631.14,No Service,1,0
C014219,West Bengal,Airtel,Postpaid,19,635.2,12068.71,No Service,1,0
C014220,Rajasthan,Airtel,Postpaid,12,278.89,3346.7,3G,2,0
C014221,Maharashtra,Airtel,Prepaid,79,319.92,25273.32,No Service,4,0
