month,state,city,operator,call_drop_rate,avg_data_speed_mbps,tower_uptime_perc,latency_ms,complaints_per_1k
2023-06,Haryana,Faridabad,Jio,0.62,27.74,99.18,54.2,2.78
2023-06,Haryana,Faridabad,Airtel,1.05,33.84,99.69,48.6,0.88
2023-06,Haryana,Faridabad,Vi,1.77,16.02,98.27,21.9,3.93
2023-06,Haryana,Faridabad,BSNL,3.16,7.95,96.34,33.6,2.71
2023-06,Haryana,Faridabad,MTNL,2.4,10.36,96.72,39.4,2.58
2023-06,Haryana,Gurugram,Jio,0.93,26.71,99.32,73.0,1.75
2023-06,Haryana,Gurugram,Airtel,0.61,33.8,99.21,22.5,3.29
2023-06,Haryana,Gurugram,Vi,1.34,16.86,98.39,37.5,4.57
2023-06,Haryana,Gurugram,BSNL,2.71,10.09,96.5,24.7,3.8
2023-06,Haryana,Gurugram,MTNL,2.84,7.82,96.94,46.7,3.89
2023-06,Haryana,Panipat,Jio,1.03,26.13,99.01,48.3,4.7
2023-06,Haryana,Panipat,Airtel,0.71,33.14,99.11,62.7,3.21
2023-06,Haryana,Panipat,Vi,1.63,20.52,97.89,35.7,4.98
2023-06,Haryana,Panipat,BSNL,2.69,9.6,96.64,61.0,1.52
2023-06,Haryana,Panipat,MTNL,2.43,10.33,96.61,59.7,2.72
2023-06,Haryana,Ambala,Jio,0.83,27.5,99.47,50.5,3.03
2023-06,Haryana,Ambala,Airtel,1.07,33.27,99.67,26.4,4.31
2023-06,Haryana,Ambala,Vi,1.4,20.05,98.31,36.3,2.34
2023-06,Haryana,Ambala,BSNL,3.04,6.5,96.65,26.6,4.62
2023-06,Haryana,Ambala,MTNL,2.47,9.88,96.57,36.2,2.32
2023-06,Haryana,Yamunanagar,Jio,0.89,26.0,99.43,20.5,3.98
2023-06,Haryana,Yamunanagar,Airtel,0.78,32.62,99.22,56.4,2.92
2023-06,Haryana,Yamunanagar,Vi,1.3,17.19,97.84,24.0,0.56
2023-06,Haryana,Yamunanagar,BSNL,2.73,9.4,96.39,40.6,1.09
2023-06,Haryana,Yamunanagar,MTNL,2.65,8.71,96.91,64.5,3.13
2023-06,Haryana,Rohtak,Jio,0.77,28.54,99.05,74.2,3.95
2023-06,Haryana,Rohtak,Airtel,0.8,34.83,99.43,39.7,0.93
2023-06,Haryana,Rohtak,Vi,1.53,20.3,98.32,56.3,2.27
2023-06,Haryana,Rohtak,BSNL,2.99,9.81,96.45,48.6,3.56
2023-06,Haryana,Rohtak,MTNL,2.83,10.96,96.51,27.5,4.34
2023-06,Haryana,Hisar,Jio,1.1,27.94,99.25,74.4,4.6
2023-06,Haryana,Hisar,Airtel,0.97,31.05,99.54,26.1,4.52
2023-06,Haryana,Hisar,Vi,1.29,19.31,98.17,66.6,2.98
2023-06,Haryana,Hisar,BSNL,2.64,9.53,96.43,39.2,4.96
2023-06,Haryana,Hisar,MTNL,2.65,10.55,96.82,66.2,3.88
2023-06,Haryana,Karnal,Jio,0.99,30.99,99.18,62.4,4.09
2023-06,Haryana,Karnal,Airtel,0.73,32.29,99.68,21.9,2.01
2023-06,Haryana,Karnal,Vi,1.49,16.01,98.34,37.2,1.66
2023-06,Haryana,Karnal,BSNL,3.09,7.39,96.59,69.3,4.07
2023-06,Haryana,Karnal,MTNL,2.77,7.44,96.55,38.4,0.66
2023-06,Haryana,Sonipat,Jio,0.9,27.97,99.23,37.9,2.69
2023-06,Haryana,Sonipat,Airtel,0.7,30.98,99.49,60.4,4.23
2023-06,Haryana,Sonipat,Vi,1.72,19.52,98.21,23.4,0.99
2023-06,Haryana,Sonipat,BSNL,3.09,7.16,96.41,28.7,1.38
2023-06,Haryana,Sonipat,MTNL,2.77,8.31,96.77,29.1,3.55
2023-06,Haryana,Panchkula,Jio,1.04,27.81,99.37,34.4,3.61
2023-06,Haryana,Panchkula,Airtel,0.94,34.84,99.24,25.6,1.68
2023-06,Haryana,Panchkula,Vi,1.27,16.85,98.0,44.8,4.57
2023-06,Haryana,Panchkula,BSNL,2.72,10.86,96.69,72.9,4.68
2023-06,Haryana,Panchkula,MTNL,2.75,10.94,96.76,50.6,4.7
2023-06,Delhi,New Delhi,Jio,0.83,26.21,99.36,54.4,4.17
2023-06,Delhi,New Delhi,Airtel,0.55,33.11,99.25,74.2,0.99
2023-06,Delhi,New Delhi,Vi,1.71,16.44,97.82,34.1,2.0
2023-06,Delhi,New Delhi,BSNL,2.98,6.66,96.46,32.3,4.35
2023-06,Delhi,New Delhi,MTNL,2.33,8.78,96.88,74.8,4.41
2023-06,Delhi,Dwarka,Jio,1.14,26.31,99.4,66.8,4.56
2023-06,Delhi,Dwarka,Airtel,0.69,34.56,99.34,58.0,2.41
2023-06,Delhi,Dwarka,Vi,1.46,18.73,98.01,67.6,3.35
2023-06,Delhi,Dwarka,BSNL,3.01,7.16,96.78,59.6,1.39
2023-06,Delhi,Dwarka,MTNL,2.75,7.87,96.54,51.7,2.99
2023-06,Delhi,Rohini,Jio,0.71,27.74,99.47,37.1,1.2
2023-06,Delhi,Rohini,Airtel,1.1,31.51,99.51,33.9,2.98
2023-06,Delhi,Rohini,Vi,1.43,20.81,98.06,55.1,4.75
2023-06,Delhi,Rohini,BSNL,3.19,6.51,96.7,42.9,3.18
2023-06,Delhi,Rohini,MTNL,2.53,9.01,96.6,54.4,2.96
2023-06,Delhi,Janakpuri,Jio,0.71,28.71,99.48,62.9,2.66
2023-06,Delhi,Janakpuri,Airtel,1.05,32.88,99.18,52.9,1.31
2023-06,Delhi,Janakpuri,Vi,1.66,20.84,98.02,46.1,2.4
2023-06,Delhi,Janakpuri,BSNL,2.77,9.97,96.57,23.8,4.27
2023-06,Delhi,Janakpuri,MTNL,2.41,11.9,96.73,57.0,0.85
2023-06,Delhi,Laxmi Nagar,Jio,0.81,30.01,99.19,74.3,3.09
2023-06,Delhi,Laxmi Nagar,Airtel,1.06,34.91,99.37,53.9,4.26
2023-06,Delhi,Laxmi Nagar,Vi,1.33,20.31,98.16,63.5,0.86
2023-06,Delhi,Laxmi Nagar,BSNL,3.06,7.55,96.68,50.5,1.74
2023-06,Delhi,Laxmi Nagar,MTNL,2.87,10.83,97.09,41.9,3.42
2023-06,Delhi,Saket,Jio,0.97,29.44,98.92,37.5,4.59
2023-06,Delhi,Saket,Airtel,0.75,34.8,99.23,79.8,3.64
2023-06,Delhi,Saket,Vi,1.67,17.98,98.34,52.7,3.56
2023-06,Delhi,Saket,BSNL,2.66,9.16,96.73,30.7,3.82
2023-06,Delhi,Saket,MTNL,2.32,11.63,97.09,41.3,0.98
2023-06,Delhi,Pitampura,Jio,1.0,26.15,99.19,36.3,2.63
2023-06,Delhi,Pitampura,Airtel,0.51,30.26,99.11,57.1,3.02
2023-06,Delhi,Pitampura,Vi,1.34,19.23,98.33,36.6,4.24
2023-06,Delhi,Pitampura,BSNL,3.0,6.17,96.43,50.5,3.79
2023-06,Delhi,Pitampura,MTNL,2.47,11.91,96.91,42.4,0.94
2023-06,Delhi,Karol Bagh,Jio,0.71,28.44,99.2,66.1,3.77
2023-06,Delhi,Karol Bagh,Airtel,0.62,32.97,99.11,43.9,3.94
2023-06,Delhi,Karol Bagh,Vi,1.44,20.18,98.39,56.4,1.15
2023-06,Delhi,Karol Bagh,BSNL,2.83,6.05,96.56,69.3,3.33
2023-06,Delhi,Karol Bagh,MTNL,2.77,11.0,97.01,36.0,4.42
2023-06,Delhi,Shahdara,Jio,0.99,27.45,99.49,77.0,3.08
2023-06,Delhi,Shahdara,Airtel,1.01,31.31,99.35,31.0,2.84
2023-06,Delhi,Shahdara,Vi,1.5,17.06,98.2,27.1,0.78
2023-06,Delhi,Shahdara,BSNL,2.83,8.05,96.39,35.5,2.02
2023-06,Delhi,Shahdara,MTNL,2.4,9.02,97.04,33.5,3.58
2023-06,Delhi,Vasant Kunj,Jio,0.69,27.77,99.09,76.2,2.43
2023-06,Delhi,Vasant Kunj,Airtel,0.91,33.01,99.18,76.4,2.06
2023-06,Delhi,Vasant Kunj,Vi,1.23,17.5,98.0,25.6,3.29
2023-06,Delhi,Vasant Kunj,BSNL,2.81,9.15,96.2,78.9,1.27
2023-06,Delhi,Vasant Kunj,MTNL,2.7,10.58,96.6,26.7,1.19
2023-06,Odisha,Bhubaneswar,Jio,0.99,20.38,98.7,58.8,3.8
2023-06,Odisha,Bhubaneswar,Airtel,0.74,26.92,98.6,54.1,1.07
2023-06,Odisha,Bhubaneswar,Vi,1.7,15.18,97.62,78.8,3.88
2023-06,Odisha,Bhubaneswar,BSNL,4.01,6.69,95.87,45.3,1.23
2023-06,Odisha,Bhubaneswar,MTNL,3.38,6.5,96.21,42.1,5.55
2023-06,Odisha,Cuttack,Jio,1.44,21.15,98.81,94.1,6.48
2023-06,Odisha,Cuttack,Airtel,0.92,26.4,98.64,74.7,4.77
2023-06,Odisha,Cuttack,Vi,2.06,12.88,97.71,58.8,1.92
2023-06,Odisha,Cuttack,BSNL,3.77,8.47,96.18,84.4,0.68
2023-06,Odisha,Cuttack,MTNL,3.13,5.3,95.96,55.9,2.63
2023-06,Odisha,Rourkela,Jio,0.91,23.95,98.67,88.1,2.82
2023-06,Odisha,Rourkela,Airtel,0.96,24.2,98.76,73.6,3.53
2023-06,Odisha,Rourkela,Vi,2.12,16.35,97.48,44.7,6.18
2023-06,Odisha,Rourkela,BSNL,3.88,7.35,96.05,31.9,1.05
2023-06,Odisha,Rourkela,MTNL,3.14,5.66,96.15,38.3,5.65
2023-06,Odisha,Brahmapur,Jio,1.19,21.38,98.34,72.1,1.33
2023-06,Odisha,Brahmapur,Airtel,1.16,26.63,98.83,37.7,5.25
2023-06,Odisha,Brahmapur,Vi,1.8,12.96,97.48,98.0,2.39
2023-06,Odisha,Brahmapur,BSNL,3.98,4.42,95.65,80.5,1.76
2023-06,Odisha,Brahmapur,MTNL,3.24,5.6,96.1,47.9,4.96
2023-06,Odisha,Sambalpur,Jio,1.26,24.31,98.73,80.2,4.71
2023-06,Odisha,Sambalpur,Airtel,1.24,24.1,98.68,83.8,1.99
2023-06,Odisha,Sambalpur,Vi,2.17,14.52,97.38,86.5,2.48
2023-06,Odisha,Sambalpur,BSNL,4.02,9.07,96.0,34.9,2.19
2023-06,Odisha,Sambalpur,MTNL,3.36,9.18,96.01,34.1,1.09
2023-06,Odisha,Puri,Jio,1.14,23.96,98.33,42.6,4.71
2023-06,Odisha,Puri,Airtel,1.21,26.65,98.97,36.1,2.97
2023-06,Odisha,Puri,Vi,2.21,16.79,97.56,81.3,6.22
2023-06,Odisha,Puri,BSNL,3.71,4.84,96.0,100.9,4.73
2023-06,Odisha,Puri,MTNL,3.53,7.04,95.96,39.2,6.4
2023-06,Odisha,Balasore,Jio,1.14,19.6,98.87,64.8,5.54
2023-06,Odisha,Balasore,Airtel,1.04,23.12,98.87,103.8,0.85
2023-06,Odisha,Balasore,Vi,2.13,13.02,97.44,55.1,5.91
2023-06,Odisha,Balasore,BSNL,3.74,6.39,96.09,29.8,1.16
2023-06,Odisha,Balasore,MTNL,3.06,8.36,96.22,94.3,3.57
2023-06,Odisha,Bhadrak,Jio,0.97,23.56,98.48,99.0,2.11
2023-06,Odisha,Bhadrak,Airtel,0.81,25.08,98.53,28.8,3.55
2023-06,Odisha,Bhadrak,Vi,1.75,11.89,97.38,63.2,2.96
2023-06,Odisha,Bhadrak,BSNL,3.52,7.05,96.03,78.7,2.95
2023-06,Odisha,Bhadrak,MTNL,3.13,7.42,96.43,62.6,1.79
2023-06,Odisha,Baripada,Jio,0.9,24.26,98.75,50.4,2.38
2023-06,Odisha,Baripada,Airtel,1.25,23.5,98.82,81.7,2.97
2023-06,Odisha,Baripada,Vi,1.64,12.98,97.74,66.8,5.42
2023-06,Odisha,Baripada,BSNL,3.77,8.87,96.15,63.7,2.51
2023-06,Odisha,Baripada,MTNL,3.41,8.3,96.2,90.1,1.72
2023-06,Odisha,Jharsuguda,Jio,1.04,22.97,98.45,60.3,6.29
2023-06,Odisha,Jharsuguda,Airtel,1.09,27.36,98.93,82.5,4.11
2023-06,Odisha,Jharsuguda,Vi,1.71,14.44,97.35,103.9,2.21
2023-06,Odisha,Jharsuguda,BSNL,3.58,7.27,95.91,27.7,1.41
2023-06,Odisha,Jharsuguda,MTNL,3.54,7.34,95.99,62.3,2.13
2023-06,Assam,Guwahati,Jio,0.97,24.33,98.52,29.6,6.33
2023-06,Assam,Guwahati,Airtel,1.19,23.89,98.75,93.3,2.74
2023-06,Assam,Guwahati,Vi,1.96,14.52,97.44,75.9,3.42
2023-06,Assam,Guwahati,BSNL,3.45,8.23,95.67,62.2,4.04
2023-06,Assam,Guwahati,MTNL,3.47,6.98,96.34,36.2,4.47
2023-06,Assam,Silchar,Jio,1.34,23.99,98.65,50.4,1.61
2023-06,Assam,Silchar,Airtel,0.92,25.32,98.62,100.3,5.9
2023-06,Assam,Silchar,Vi,1.64,14.66,97.67,45.1,3.71
2023-06,Assam,Silchar,BSNL,3.68,5.14,95.97,103.5,2.79
2023-06,Assam,Silchar,MTNL,3.38,6.56,96.43,93.4,1.7
2023-06,Assam,Dibrugarh,Jio,1.38,20.3,98.36,76.9,2.91
2023-06,Assam,Dibrugarh,Airtel,1.03,25.88,98.53,48.9,3.35
2023-06,Assam,Dibrugarh,Vi,1.78,12.09,97.25,88.5,5.98
2023-06,Assam,Dibrugarh,BSNL,3.53,5.4,95.99,100.4,2.4
2023-06,Assam,Dibrugarh,MTNL,3.56,7.45,96.47,36.6,6.35
2023-06,Assam,Jorhat,Jio,1.1,24.3,98.58,67.3,5.36
2023-06,Assam,Jorhat,Airtel,1.14,25.71,98.75,87.8,6.2
2023-06,Assam,Jorhat,Vi,1.63,14.79,97.72,76.9,5.33
2023-06,Assam,Jorhat,BSNL,3.98,7.91,96.03,101.3,5.7
2023-06,Assam,Jorhat,MTNL,3.54,5.36,96.04,69.4,4.8
2023-06,Assam,Nagaon,Jio,1.02,20.01,98.49,86.1,5.78
2023-06,Assam,Nagaon,Airtel,1.26,24.51,98.72,57.7,2.85
2023-06,Assam,Nagaon,Vi,2.02,13.64,97.21,60.2,1.96
2023-06,Assam,Nagaon,BSNL,3.46,6.51,95.72,61.3,2.27
2023-06,Assam,Nagaon,MTNL,3.41,9.88,96.23,76.5,6.03
2023-06,Assam,Tinsukia,Jio,1.06,20.37,98.47,57.4,4.42
2023-06,Assam,Tinsukia,Airtel,0.71,26.88,98.55,96.3,6.2
2023-06,Assam,Tinsukia,Vi,2.21,15.89,97.29,81.1,1.84
2023-06,Assam,Tinsukia,BSNL,3.98,5.74,95.8,97.6,0.73
2023-06,Assam,Tinsukia,MTNL,3.17,7.03,96.32,76.5,4.57
2023-06,Assam,Tezpur,Jio,1.37,20.14,98.61,82.6,4.37
2023-06,Assam,Tezpur,Airtel,0.98,22.7,98.54,35.3,2.66
2023-06,Assam,Tezpur,Vi,1.69,13.98,97.31,86.8,5.75
2023-06,Assam,Tezpur,BSNL,3.67,6.71,96.17,67.8,6.47
2023-06,Assam,Tezpur,MTNL,3.14,9.23,96.2,27.8,6.34
2023-06,Assam,Bongaigaon,Jio,1.42,21.45,98.87,37.0,4.63
2023-06,Assam,Bongaigaon,Airtel,0.83,23.85,98.97,55.4,0.69
2023-06,Assam,Bongaigaon,Vi,1.87,12.99,97.61,41.2,5.58
2023-06,Assam,Bongaigaon,BSNL,3.6,6.12,95.78,76.2,1.24
2023-06,Assam,Bongaigaon,MTNL,3.34,6.6,96.43,31.7,5.5
2023-06,Assam,Dhubri,Jio,0.94,19.98,98.42,34.0,3.7
2023-06,Assam,Dhubri,Airtel,1.3,22.79,98.78,56.1,2.64
2023-06,Assam,Dhubri,Vi,1.82,16.32,97.21,86.4,2.13
2023-06,Assam,Dhubri,BSNL,3.67,6.25,95.78,33.3,1.32
2023-06,Assam,Dhubri,MTNL,3.23,9.03,95.98,83.9,2.34
2023-06,Assam,Diphu,Jio,1.37,21.68,98.4,102.9,1.68
2023-06,Assam,Diphu,Airtel,1.05,25.46,98.72,100.2,5.59
2023-06,Assam,Diphu,Vi,2.12,16.72,97.47,33.6,5.13
2023-06,Assam,Diphu,BSNL,3.67,5.11,95.89,98.2,1.65
2023-06,Assam,Diphu,MTNL,3.56,7.01,95.98,92.2,6.32
2023-06,Jharkhand,Ranchi,Jio,1.01,21.06,98.53,89.5,0.71
2023-06,Jharkhand,Ranchi,Airtel,0.84,26.14,98.74,51.8,5.75
2023-06,Jharkhand,Ranchi,Vi,2.17,16.59,97.36,97.2,4.96
2023-06,Jharkhand,Ranchi,BSNL,3.53,7.21,95.62,81.3,4.94
2023-06,Jharkhand,Ranchi,MTNL,3.52,5.79,96.28,40.0,6.19
2023-06,Jharkhand,Jamshedpur,Jio,1.25,20.02,98.41,77.7,3.44
2023-06,Jharkhand,Jamshedpur,Airtel,1.15,24.02,98.89,39.8,3.83
2023-06,Jharkhand,Jamshedpur,Vi,2.19,14.99,97.23,103.1,1.57
2023-06,Jharkhand,Jamshedpur,BSNL,3.87,6.82,95.78,39.8,1.69
2023-06,Jharkhand,Jamshedpur,MTNL,3.57,9.29,96.18,34.1,5.82
2023-06,Jharkhand,Dhanbad,Jio,1.13,21.73,98.54,54.5,3.73
2023-06,Jharkhand,Dhanbad,Airtel,1.07,24.95,99.04,50.8,4.03
2023-06,Jharkhand,Dhanbad,Vi,1.8,15.61,97.26,40.7,5.34
2023-06,Jharkhand,Dhanbad,BSNL,3.55,7.28,96.18,66.8,1.75
2023-06,Jharkhand,Dhanbad,MTNL,3.24,9.04,96.11,82.4,5.2
2023-06,Jharkhand,Bokaro,Jio,1.14,23.45,98.49,66.3,4.67
2023-06,Jharkhand,Bokaro,Airtel,0.81,23.98,98.89,77.1,3.54
2023-06,Jharkhand,Bokaro,Vi,2.1,14.26,97.73,83.4,2.49
2023-06,Jharkhand,Bokaro,BSNL,3.68,7.49,96.14,39.9,3.66
2023-06,Jharkhand,Bokaro,MTNL,3.12,6.32,96.31,32.1,4.52
2023-06,Jharkhand,Deoghar,Jio,1.38,24.39,98.43,84.4,6.07
2023-06,Jharkhand,Deoghar,Airtel,0.76,24.69,99.05,41.8,6.11
2023-06,Jharkhand,Deoghar,Vi,1.94,12.35,97.47,51.4,2.3
2023-06,Jharkhand,Deoghar,BSNL,3.76,6.57,95.89,32.9,5.34
2023-06,Jharkhand,Deoghar,MTNL,3.34,9.03,96.39,50.7,0.68
2023-06,Jharkhand,Phusro,Jio,1.39,23.34,98.36,80.7,0.77
2023-06,Jharkhand,Phusro,Airtel,0.73,25.24,98.56,101.2,5.88
2023-06,Jharkhand,Phusro,Vi,2.01,12.16,97.39,55.0,3.46
2023-06,Jharkhand,Phusro,BSNL,3.54,7.04,95.86,99.9,6.13
2023-06,Jharkhand,Phusro,MTNL,3.39,8.14,95.98,43.4,5.92
2023-06,Jharkhand,Hazaribagh,Jio,1.26,20.49,98.64,98.9,2.67
2023-06,Jharkhand,Hazaribagh,Airtel,0.82,27.33,98.78,58.5,2.22
2023-06,Jharkhand,Hazaribagh,Vi,2.15,16.07,97.44,28.4,3.26
2023-06,Jharkhand,Hazaribagh,BSNL,3.55,4.87,95.84,33.7,6.25
2023-06,Jharkhand,Hazaribagh,MTNL,3.08,6.93,96.0,79.7,1.11
2023-06,Jharkhand,Giridih,Jio,1.17,23.4,98.87,80.5,1.23
2023-06,Jharkhand,Giridih,Airtel,0.76,26.27,98.63,60.9,6.36
2023-06,Jharkhand,Giridih,Vi,2.11,16.08,97.72,74.3,5.0
2023-06,Jharkhand,Giridih,BSNL,3.66,9.15,95.77,72.0,2.3
2023-06,Jharkhand,Giridih,MTNL,3.12,7.76,96.11,71.5,3.92
2023-06,Jharkhand,Ramgarh,Jio,1.17,20.15,98.56,89.3,2.49
2023-06,Jharkhand,Ramgarh,Airtel,0.98,25.08,99.02,77.1,1.24
2023-06,Jharkhand,Ramgarh,Vi,2.14,16.01,97.65,62.4,5.08
2023-06,Jharkhand,Ramgarh,BSNL,3.73,7.84,96.13,95.5,3.31
2023-06,Jharkhand,Ramgarh,MTNL,3.57,5.43,95.96,68.8,4.46
2023-06,Jharkhand,Medininagar,Jio,0.93,21.9,98.36,73.0,5.65
2023-06,Jharkhand,Medininagar,Airtel,1.15,24.51,99.1,77.7,5.42
2023-06,Jharkhand,Medininagar,Vi,2.02,16.79,97.69,66.5,2.8
2023-06,Jharkhand,Medininagar,BSNL,3.85,7.1,95.98,52.8,3.16
2023-06,Jharkhand,Medininagar,MTNL,3.38,9.12,96.36,35.3,2.09
2023-06,Uttarakhand,Dehradun,Jio,0.86,19.58,98.43,88.3,5.94
2023-06,Uttarakhand,Dehradun,Airtel,0.95,25.43,98.92,100.3,5.99
2023-06,Uttarakhand,Dehradun,Vi,1.65,13.09,97.23,74.1,4.81
2023-06,Uttarakhand,Dehradun,BSNL,3.62,8.42,95.87,103.9,0.65
2023-06,Uttarakhand,Dehradun,MTNL,3.12,6.43,95.92,87.0,0.96
2023-06,Uttarakhand,Haridwar,Jio,1.29,19.8,98.45,91.6,6.21
2023-06,Uttarakhand,Haridwar,Airtel,0.96,27.47,98.88,58.4,5.35
2023-06,Uttarakhand,Haridwar,Vi,1.8,13.18,97.59,56.5,1.45
2023-06,Uttarakhand,Haridwar,BSNL,3.48,8.09,96.01,58.1,5.89
2023-06,Uttarakhand,Haridwar,MTNL,3.3,8.47,96.45,91.6,3.64
2023-06,Uttarakhand,Roorkee,Jio,1.25,21.61,98.69,46.1,3.19
2023-06,Uttarakhand,Roorkee,Airtel,0.84,22.81,98.85,93.4,0.8
2023-06,Uttarakhand,Roorkee,Vi,1.74,14.15,97.6,39.4,0.98
2023-06,Uttarakhand,Roorkee,BSNL,3.75,8.25,95.62,53.3,4.53
2023-06,Uttarakhand,Roorkee,MTNL,3.13,6.1,96.22,100.4,2.33
2023-06,Uttarakhand,Haldwani,Jio,1.13,21.54,98.84,31.6,3.96
2023-06,Uttarakhand,Haldwani,Airtel,1.22,27.56,98.92,55.6,3.06
2023-06,Uttarakhand,Haldwani,Vi,1.83,14.86,97.64,89.9,3.09
2023-06,Uttarakhand,Haldwani,BSNL,3.87,8.73,96.15,80.9,4.38
2023-06,Uttarakhand,Haldwani,MTNL,3.37,5.84,95.97,63.9,1.58
2023-06,Uttarakhand,Rudrapur,Jio,1.19,22.77,98.62,28.8,0.99
2023-06,Uttarakhand,Rudrapur,Airtel,0.78,23.38,99.09,52.9,2.36
2023-06,Uttarakhand,Rudrapur,Vi,1.65,15.02,97.59,39.7,6.03
2023-06,Uttarakhand,Rudrapur,BSNL,3.92,5.31,95.89,61.8,2.69
2023-06,Uttarakhand,Rudrapur,MTNL,3.54,5.47,96.15,59.4,3.39
2023-06,Uttarakhand,Kashipur,Jio,1.36,20.63,98.36,74.2,1.67
2023-06,Uttarakhand,Kashipur,Airtel,0.75,24.75,98.63,54.2,2.17
2023-06,Uttarakhand,Kashipur,Vi,1.68,14.65,97.22,101.4,2.65
2023-06,Uttarakhand,Kashipur,BSNL,3.86,8.21,95.77,84.4,5.52
2023-06,Uttarakhand,Kashipur,MTNL,3.19,9.89,95.91,42.9,5.21
2023-06,Uttarakhand,Rishikesh,Jio,0.96,23.03,98.81,100.8,3.42
2023-06,Uttarakhand,Rishikesh,Airtel,1.29,24.67,98.63,66.1,4.45
2023-06,Uttarakhand,Rishikesh,Vi,1.89,14.68,97.45,66.9,6.22
2023-06,Uttarakhand,Rishikesh,BSNL,3.74,5.42,96.06,52.3,5.42
2023-06,Uttarakhand,Rishikesh,MTNL,3.08,6.58,95.96,32.7,4.5
2023-06,Uttarakhand,Pithoragarh,Jio,1.07,23.9,98.61,49.0,4.87
2023-06,Uttarakhand,Pithoragarh,Airtel,1.08,26.61,98.89,39.0,4.57
2023-06,Uttarakhand,Pithoragarh,Vi,1.85,14.16,97.75,54.1,4.23
2023-06,Uttarakhand,Pithoragarh,BSNL,3.66,4.63,95.87,72.6,3.03
2023-06,Uttarakhand,Pithoragarh,MTNL,3.28,9.02,95.92,49.1,5.4
2023-06,Uttarakhand,Ramnagar,Jio,1.39,21.6,98.83,41.5,1.95
2023-06,Uttarakhand,Ramnagar,Airtel,1.22,27.13,98.63,30.6,1.18
2023-06,Uttarakhand,Ramnagar,Vi,1.78,15.65,97.51,61.5,4.07
2023-06,Uttarakhand,Ramnagar,BSNL,3.97,4.61,96.02,98.3,1.9
2023-06,Uttarakhand,Ramnagar,MTNL,3.55,8.41,95.91,44.1,4.19
2023-06,Uttarakhand,Mussoorie,Jio,1.14,22.18,98.44,78.7,2.21
2023-06,Uttarakhand,Mussoorie,Airtel,0.94,24.46,98.9,33.0,1.85
2023-06,Uttarakhand,Mussoorie,Vi,1.74,12.39,97.32,73.4,4.93
2023-06,Uttarakhand,Mussoorie,BSNL,3.84,6.53,95.63,100.8,1.63
2023-06,Uttarakhand,Mussoorie,MTNL,3.45,9.49,96.32,43.0,2.5
2023-06,Himachal Pradesh,Shimla,Jio,0.86,22.6,98.67,82.6,0.71
2023-06,Himachal Pradesh,Shimla,Airtel,1.2,26.31,98.58,53.1,4.39
2023-06,Himachal Pradesh,Shimla,Vi,1.92,12.42,97.25,87.0,1.56
2023-06,Himachal Pradesh,Shimla,BSNL,3.54,8.31,95.97,73.2,3.45
2023-06,Himachal Pradesh,Shimla,MTNL,3.39,7.93,96.48,43.4,1.91
2023-06,Himachal Pradesh,Dharamshala,Jio,0.87,22.83,98.63,34.7,2.78
2023-06,Himachal Pradesh,Dharamshala,Airtel,0.82,24.27,99.07,79.3,0.69
2023-06,Himachal Pradesh,Dharamshala,Vi,1.77,11.9,97.63,62.6,6.47
2023-06,Himachal Pradesh,Dharamshala,BSNL,3.88,6.74,96.08,81.0,2.08
2023-06,Himachal Pradesh,Dharamshala,MTNL,3.37,7.7,96.17,40.0,1.96
2023-06,Himachal Pradesh,Solan,Jio,1.01,19.59,98.85,79.5,4.68
2023-06,Himachal Pradesh,Solan,Airtel,1.05,26.06,99.09,56.0,4.82
2023-06,Himachal Pradesh,Solan,Vi,1.84,16.12,97.71,96.4,0.68
2023-06,Himachal Pradesh,Solan,BSNL,3.62,4.82,95.87,64.6,2.15
2023-06,Himachal Pradesh,Solan,MTNL,3.48,6.27,96.41,39.9,2.8
2023-06,Himachal Pradesh,Mandi,Jio,1.21,22.57,98.35,92.0,4.15
2023-06,Himachal Pradesh,Mandi,Airtel,1.23,26.95,98.83,97.0,5.61
2023-06,Himachal Pradesh,Mandi,Vi,2.19,16.1,97.69,62.6,1.89
2023-06,Himachal Pradesh,Mandi,BSNL,3.99,7.77,95.77,52.6,4.66
2023-06,Himachal Pradesh,Mandi,MTNL,3.34,5.33,95.98,84.2,2.57
2023-06,Himachal Pradesh,Baddi,Jio,1.14,23.37,98.75,39.0,1.23
2023-06,Himachal Pradesh,Baddi,Airtel,1.06,26.32,98.59,55.0,5.74
2023-06,Himachal Pradesh,Baddi,Vi,2.19,14.12,97.25,46.1,2.01
2023-06,Himachal Pradesh,Baddi,BSNL,3.58,6.62,95.95,35.6,5.85
2023-06,Himachal Pradesh,Baddi,MTNL,3.42,7.91,96.49,75.0,6.08
2023-06,Himachal Pradesh,Nahan,Jio,1.01,20.74,98.61,65.7,1.97
2023-06,Himachal Pradesh,Nahan,Airtel,1.13,22.76,98.91,61.7,4.68
2023-06,Himachal Pradesh,Nahan,Vi,1.91,16.73,97.4,102.6,1.03
2023-06,Himachal Pradesh,Nahan,BSNL,3.85,6.42,96.09,87.6,5.33
2023-06,Himachal Pradesh,Nahan,MTNL,3.11,9.03,96.03,28.0,1.92
2023-06,Himachal Pradesh,Palampur,Jio,1.13,23.25,98.43,34.8,4.43
2023-06,Himachal Pradesh,Palampur,Airtel,1.3,25.62,98.91,69.8,5.23
